"","V1","V2","V3","V4","V5","V6","V7","V8"
"RPS29",17870,5731,2965,1507,2379,1211,453,0
"RPS3",9089,3105,2128,806,1374,664,255,0
"RPS3A",23295,7017,4554,1864,2986,1572,539,0
"RPS4X",2694,806,582,335,367,227,105,0
"RPS5",8711,2879,1734,757,1128,501,250,0
"RPS6",14985,4868,2765,1290,2050,710,245,0
"RPS6KA1",44,41,0,32,16,12,0,0
"RPS6KA3A",1295,511,249,148,275,150,108,0
"RPS6KA3B",56,20,40,17,3,24,0,0
"RPS6KA4",2,0,1,0,13,42,0,0
"RPS6KAL",613,201,69,36,49,93,13,0
"RPS6KB1B",6039,2222,1169,440,941,460,154,0
"RPS7",1898,528,341,149,213,277,52,0
"RPS8A",17453,5456,3825,1596,2619,1215,542,0
"RPS8B",46,24,13,4,27,6,0,0
"RPS9",52361,17313,10123,4290,6543,3056,1248,0
"RPSA",16782,5010,3082,1301,2184,1219,505,0
"RPUSD1",353,118,28,50,20,14,4,0
"RPUSD4",841,287,129,95,87,54,14,0
"RPZ",144,28,39,8,19,21,1,0
"RPZ2",895,370,169,86,183,71,18,0
"RPZ3",3,5,0,3,11,0,0,0
"RPZ4",97,25,8,14,12,2,5,0
"RPZ5",48,4,5,10,0,8,0,0
"RQCD1",985,321,107,83,75,99,10,0
"RRAD",7,0,0,0,0,0,0,0
"RRAGA",145,51,12,2,2,38,6,0
"RRAGCA",286,187,106,32,81,69,1,0
"RRAGCB",855,499,252,71,52,123,11,0
"RRAGD",105,36,46,4,19,16,2,0
"RRAS",6581,2455,1304,483,849,684,135,0
"RRAS2",912,325,173,66,112,87,18,0
"RRBP1A",3318,868,586,343,417,463,110,0
"RRBP1B",2577,1093,502,202,450,303,47,0
"RRM1",8870,2979,1528,758,1282,720,289,0
"RRM2",74093,26027,14035,6855,10644,5581,1968,0
"RRM2B",688,154,251,41,112,52,3,0
"RRNAD1",396,123,57,36,65,46,7,0
"RRP12",2562,807,468,325,404,341,56,0
"RRP15",8350,2568,1391,653,1005,416,132,0
"RRP36",3433,1042,669,287,458,121,32,0
"RRP7A",3319,966,718,263,406,348,111,0
"RRP9",8215,2352,1460,544,953,589,166,0
"RRS1",3315,1135,490,303,523,296,69,0
"RS1B",7,3,2,1,0,2,0,0
"RSAD1",76,17,1,9,9,15,2,0
"RSAD2",7,0,0,1,5,0,0,0
"RSG1",1123,374,151,131,127,119,34,0
"RSL24D1",10306,3300,2064,1022,1501,752,238,0
"RSPH10B",16,6,16,0,3,0,0,0
"RSPH3",1,3,1,1,0,1,0,0
"RSPH9",27,12,0,4,1,0,0,0
"RSPO1",9,1,2,0,0,4,0,0
"RSPO3",329,158,62,284,45,21,1,0
"RSPRY1",284,137,72,65,47,53,10,0
"RSRC1",557,169,115,71,40,66,7,0
"RSRC2",2077,609,499,231,476,271,64,0
"RSRP1",525,160,75,43,74,58,24,0
"RT",204,33,19,12,11,7,2,0
"RTCA",4785,1478,847,433,700,316,127,0
"RTCB",129,12,54,2,4,5,4,0
"RTEL1",2332,941,640,185,411,219,68,0
"RTF1",19231,6918,3731,1672,2722,1768,480,0
"RTFDC1",4944,1589,948,469,593,468,78,0
"RTKN2A",1192,402,239,106,207,102,26,0
"RTKN2B",484,79,28,25,65,11,0,0
"RTN1A",47,21,13,7,3,12,0,0
"RTN1B",53,20,2,10,0,12,0,0
"RTN2A",3,1,0,1,0,1,0,0
"RTN2B",39,15,8,10,5,19,0,0
"RTN3",1838,741,434,110,219,296,27,0
"RTN4A",6394,2400,1163,627,766,623,145,0
"RTN4B",1224,394,370,91,180,129,37,0
"RTN4IP1",126,79,15,54,2,4,6,0
"RTN4R",36,5,0,5,0,5,0,0
"RTN4RL1B",40,16,9,3,6,12,0,0
"RUFY2",440,122,108,29,44,51,1,0
"RUFY3",56,40,22,3,19,19,0,0
"RUNDC3AB",109,37,20,26,2,29,0,0
"RUNDC3B",197,62,43,4,12,22,0,0
"RUNX1",0,0,3,0,0,0,0,0
"RUNX1T1",20,0,1,0,0,1,0,0
"RUNX2B",17,1,6,1,3,0,0,0
"RUNX3",2,1,1,1,0,0,0,0
"RUVBL1",8093,2662,1765,489,1142,610,165,0
"RUVBL2",6974,2394,1422,444,916,528,236,0
"RWDD",222,81,40,23,60,48,3,0
"RWDD1",3279,1132,661,277,304,255,61,0
"RWDD2B",925,284,122,68,100,59,23,0
"RWDD3",180,55,34,12,56,26,2,0
"RX1",1,0,0,0,0,0,6,0
"RX2",12,1,0,0,0,0,0,0
"RX3",4,2,3,0,0,13,0,0
"RXFP2B",9,3,9,17,0,8,0,0
"RXRAA",7,2,0,0,1,0,0,0
"RXRAB",2,0,0,0,1,1,0,0
"RXRBA",1102,375,247,125,107,197,33,0
"RXRBB",139,90,54,10,24,5,1,0
"RXRGA",67,5,24,1,8,1,0,0
"RXRGB",26,3,4,5,1,0,0,0
"RYBPA",3349,1337,605,228,328,348,50,0
"RYBPB",83,16,21,10,10,10,0,0
"RYK",1545,444,392,228,240,271,30,0
"RYR1B",48,12,4,11,2,15,0,0
"RYROXD1",329,100,65,18,34,18,1,0
"S100A1",22772,7943,4737,1890,2891,2738,515,0
"S100A10A",12,14,2,2,1,9,1,0
"S100A10B",412,73,76,49,23,6,0,0
"S100A11",5,0,0,0,0,1,0,0
"S100B",0,1,0,0,0,0,0,0
"S100S",4353,1410,631,491,570,274,54,0
"S100T",349,136,71,74,28,48,9,0
"S100U",478,224,115,75,81,64,6,0
"S100V2",444,143,56,69,89,17,1,0
"S100Z",221,94,38,47,30,21,1,0
"S1PR1",0,6,16,0,0,1,0,0
"S1PR2",395,127,58,21,45,58,7,0
"S1PR3A",19,9,1,4,0,0,0,0
"S1PR4",3,1,12,3,0,0,0,0
"S1PR5A",97,25,89,2,59,8,2,0
"S1PR5B",8,2,0,0,7,1,0,0
"SAAL1",1073,425,119,70,169,186,20,0
"SACM1LA",163,66,22,7,47,27,23,0
"SACM1LB",920,313,190,79,104,77,27,0
"SAE1",11738,4127,2478,935,1624,908,256,0
"SAFB",19093,5936,3617,1751,2620,1580,571,0
"SAGA",786,270,123,136,104,71,10,0
"SAGB",75,16,5,4,6,2,1,0
"SALL1A",909,312,235,101,281,82,39,0
"SALL3B",241,60,186,22,82,24,13,0
"SALL4",31085,11224,6533,2735,4772,2438,725,0
"SAMD10A",208,152,70,30,26,25,0,0
"SAMD13",267,102,111,8,9,26,0,0
"SAMD1A",130,39,17,12,26,23,1,0
"SAMD7",7,3,0,0,6,0,0,0
"SAMHD1",1038,440,161,69,129,81,20,0
"SAMM50",721,252,150,47,128,111,14,0
"SAMM50L",624,200,80,19,46,52,16,0
"SAMSN1A",6,3,2,1,2,0,0,0
"SAMSN1B",8,10,0,15,1,0,0,0
"SAP130A",2131,729,376,199,262,236,26,0
"SAP130B",1483,581,323,153,269,182,32,0
"SAP18",40643,13623,7713,2881,5138,3251,843,0
"SAP30BP",10102,3368,1808,821,1162,1003,192,0
"SAP30L",1212,532,213,116,155,129,15,0
"SAPCD2",16,7,3,11,16,5,0,0
"SAR1AB",28,1,1,4,0,15,0,0
"SAR1B",3377,1144,680,382,373,223,63,0
"SARDH",312,82,36,46,87,39,8,0
"SARM1",209,98,9,41,18,16,9,0
"SARNP",21714,6857,4560,2099,2792,2329,555,0
"SARS",1185,521,236,43,146,108,31,0
"SARS2",189,81,49,25,12,45,5,0
"SART1",19135,5670,3258,1495,2519,1149,416,0
"SART3",7152,2171,1365,605,966,711,189,0
"SAS",2712,879,438,143,370,499,56,0
"SASH1A",1247,511,305,147,172,166,30,0
"SASS6",502,195,64,40,64,72,0,0
"SAT1A.1",7,5,0,0,1,1,0,0
"SAT1A.2",2039,839,383,358,328,194,25,0
"SAT1B",78,31,20,2,6,13,4,0
"SAT2A",15,10,0,1,6,3,0,0
"SAT2B",106,38,14,13,11,9,0,0
"SATB1A",57,89,9,6,15,13,0,0
"SATB2",18,3,2,1,1,2,1,0
"SAV1",507,146,80,43,95,41,3,0
"SBDS",2002,546,398,194,243,131,64,0
"SBF1",1262,613,324,181,234,270,35,0
"SBK3",0,0,0,1,1,0,0,0
"SBNO1",3955,1578,694,441,489,204,93,0
"SBNO2A",764,203,177,83,95,40,23,0
"SC:D0202",22,5,3,7,1,0,0,0
"SC:D0220",0,0,0,0,4,0,0,0
"SC:D0284",17,2,1,2,0,0,0,0
"SC:D149",7,3,5,0,0,0,4,0
"SC:D189",23,3,0,0,0,1,0,0
"SC:D217",10,3,3,8,2,5,0,0
"SC5D",191,58,32,5,61,1,9,0
"SCAMP1",174,44,26,12,42,9,1,0
"SCAMP2",900,285,145,102,93,77,28,0
"SCAMP2L",4076,1400,460,384,498,298,76,0
"SCAMP3",148,67,62,18,29,20,5,0
"SCAMP4",230,155,34,16,26,19,9,0
"SCAMP5A",103,31,0,14,20,1,1,0
"SCAPER",87,6,14,11,16,10,5,0
"SCARA5",12,3,3,0,3,0,0,0
"SCARB1",232,90,42,11,55,63,0,0
"SCARB2",325,121,20,34,21,30,5,0
"SCCPDHA",86,39,10,11,3,12,11,0
"SCCPDHB",741,296,141,32,128,70,31,0
"SCD",27,27,7,5,4,1,0,0
"SCDB",388,193,75,88,75,66,5,0
"SCEL",48,15,1,1,0,19,0,0
"SCFD1",503,208,177,24,49,91,12,0
"SCFD2",1007,377,223,38,86,83,8,0
"SCG3",263,52,23,45,56,67,14,0
"SCG5",0,0,1,0,0,1,0,0
"SCGN",131,36,18,11,11,6,1,0
"SCHIP1",22,15,3,3,16,1,0,0
"SCIN",6,0,15,2,1,3,0,0
"SCINLA",16,2,3,3,0,8,0,0
"SCINLB",64,23,46,52,17,13,0,0
"SCLY",345,83,141,23,69,36,0,0
"SCMH1",34,17,7,12,0,0,0,0
"SCN12AA",28,15,4,4,9,0,0,0
"SCN12AB",24,27,4,8,5,1,1,0
"SCN1A",73,44,16,5,19,8,0,0
"SCN1BA",5,8,0,4,5,2,0,0
"SCN1BB",62,41,23,6,2,3,0,0
"SCN1LAB",28,12,11,1,0,1,0,0
"SCN2B",14,3,0,0,0,0,0,0
"SCN3B",7,3,0,0,0,0,0,0
"SCN4AA",52,16,0,18,0,3,0,0
"SCN4AB",21,15,4,17,6,0,0,0
"SCN4BA",8,6,1,0,0,0,0,0
"SCN4BB",49,5,3,11,13,0,0,0
"SCN8AA",12,1,1,0,0,0,0,0
"SCN8AB",8,13,3,0,9,3,0,0
"SCNM1",1282,512,225,121,200,153,31,0
"SCO2",163,12,13,0,16,3,0,0
"SCOCA",32,5,9,5,6,23,0,0
"SCOCB",6131,2296,1289,941,884,657,73,0
"SCP2A",41,32,6,2,15,2,8,0
"SCP2B",513,212,108,43,73,120,21,0
"SCPEP1",5948,2387,985,637,669,524,105,0
"SCPP5",1,0,0,0,0,0,0,0
"SCPP6",0,0,1,0,0,0,0,0
"SCPP7",9,4,1,0,0,0,0,0
"SCPP9",9,2,0,0,0,0,0,0
"SCRIB",1596,581,328,157,206,211,43,0
"SCRN2",559,100,66,6,30,53,51,0
"SCRN3",125,74,29,13,39,23,5,0
"SCRT2",3,1,5,2,0,14,0,0
"SCTR",1,1,2,1,1,0,0,0
"SCUBE1",8,2,8,5,13,0,0,0
"SCUBE2",307,125,157,29,66,36,0,0
"SCUBE3",24,0,0,0,0,4,0,0
"SCXA",2,0,0,1,0,0,0,0
"SCYL3",780,350,84,96,206,82,24,0
"SDAD1",6161,1709,943,560,799,594,160,0
"SDC2",1687,610,320,172,207,204,31,0
"SDC4",439,276,150,51,109,286,18,0
"SDCBP",8590,2640,1556,745,1259,772,220,0
"SDCCAG3",128,7,9,0,39,3,0,0
"SDE2",6106,1964,1394,528,962,666,139,0
"SDF2",1841,864,315,153,186,304,20,0
"SDF2L1",381,69,87,48,77,78,8,0
"SDF4",768,339,202,62,69,158,23,0
"SDHA",1743,725,389,222,221,265,26,0
"SDHAF2",515,237,68,48,74,85,16,0
"SDHB",7580,2619,1304,485,1096,534,231,0
"SDHC",541,106,75,16,42,72,12,0
"SDHDA",21,5,0,0,13,12,0,0
"SDHDB",853,272,240,148,129,147,23,0
"SDPRA",14,3,9,2,1,11,0,0
"SDPRB",69,31,23,49,8,1,1,0
"SDR16C5A",374,154,109,42,71,69,25,0
"SDR16C5B",41,16,2,0,37,4,0,0
"SDR39U1",720,269,103,42,102,70,18,0
"SDR42E1",92,57,26,3,19,11,2,0
"SEBOX",1357,99,1088,61,313,215,42,0
"SEC11A",2913,1074,557,231,443,305,29,0
"SEC13",8376,2995,1610,695,964,693,160,0
"SEC14L1",461,304,117,27,84,64,6,0
"SEC22A",632,223,205,83,98,49,9,0
"SEC22BA",642,225,113,78,43,101,5,0
"SEC22BB",404,209,82,59,56,59,0,0
"SEC23A",1298,248,201,104,195,151,7,0
"SEC23B",742,204,87,53,96,43,13,0
"SEC23IP",3401,1243,650,339,497,677,44,0
"SEC24C",1766,862,349,193,268,308,66,0
"SEC24D",983,310,139,121,79,98,35,0
"SEC31A",784,379,147,75,144,92,30,0
"SEC61A1",2589,1195,612,424,365,728,64,0
"SEC61AL2",6944,2322,1209,687,876,814,88,0
"SEC61B",24885,9512,5347,2635,3767,2971,603,0
"SEC61G",24737,8134,4438,2444,3626,1302,465,0
"SEC62",13320,4867,2526,1135,1612,1074,320,0
"SEC63",3743,1139,579,447,621,352,83,0
"SEH1L",3390,1344,816,262,329,305,85,0
"SEL1L",3570,1158,621,350,484,442,91,0
"SELE",118,48,27,29,14,12,2,0
"SELENBP1",598,259,188,64,133,54,5,0
"SELJ",742,164,172,55,64,42,37,0
"SELK",2312,928,613,247,500,220,13,0
"SELL",16,3,3,0,0,1,0,0
"SELM",739,260,157,87,67,46,19,0
"SELO",933,256,205,86,128,176,36,0
"SELP",12,14,0,1,0,0,0,0
"SELPLG",22,6,0,1,0,0,0,0
"SELT1A",6442,2388,1327,537,839,609,140,0
"SELT1B",5082,1666,995,468,739,530,100,0
"SELT2",3181,953,606,220,487,182,87,0
"SEMA3AA",8,23,0,0,0,0,0,0
"SEMA3AB",12,5,0,0,0,3,0,0
"SEMA3BL",32,6,5,1,0,0,0,0
"SEMA3D",37,9,2,4,0,0,0,0
"SEMA3E",259,105,31,30,41,22,4,0
"SEMA3FA",9,3,0,1,2,1,0,0
"SEMA3GA",57,19,15,2,8,0,1,0
"SEMA3GB",4,6,1,0,0,3,0,0
"SEMA3H",9,6,0,1,0,0,0,0
"SEMA4BA",18,0,1,0,1,0,0,0
"SEMA4C",39,11,3,6,10,0,0,0
"SEMA4E",52,17,5,15,0,0,0,0
"SEMA5A",526,145,81,28,71,27,12,0
